customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
8571.480718,56202,107,19,33,0,8,513.511091,Nevada,No,Premium,Bachelor,Employed,F,Urban,Married,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,January,Sunday
12489.21197,0,113,4,13,0,2,542.4,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,February,Thursday
10004.74874,0,89,6,55,0,2,640.8,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Branch,Two-Door Car,Medsize,January,Thursday
5577.669457,11097,73,26,50,0,4,350.4,Washington,No,Basic,Master or above,Disabled,M,Suburban,Married,Corporate Auto,L3,3,Web,Two-Door Car,Small,January,Monday
16705.10312,74900,208,31,63,0,6,998.4,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,3,Call Center,Luxury Car/SUV,Medsize,January,Wednesday
31864.8589,23576,89,8,72,0,2,383.508096,California,No,Extended,Master or above,Employed,M,Urban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Tuesday
3708.811428,23393,95,26,37,0,1,456.0,Nevada,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,L1,2,Branch,Four-Door Car,Medsize,January,Thursday
7203.133626,0,95,3,29,0,9,149.843223,Oregon,No,Extended,Master or above,Unemployed,F,Rural,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,January,Monday
2649.658715,0,73,3,93,0,1,350.4,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Web,Two-Door Car,Medsize,February,Thursday
6991.614179,66346,87,15,7,1,4,78.179743,California,No,Extended,Master or above,Employed,F,Rural,Married,Personal Auto,L1,4,Agent,Four-Door Car,Large,February,Wednesday
3380.712383,58109,86,9,6,0,1,412.8,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,L3,2,Branch,Two-Door Car,Medsize,February,Sunday
20096.89337,92766,71,17,15,0,2,379.029102,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,Two-Door Car,Large,January,Saturday
24706.92011,26307,73,26,1,0,2,313.192439,California,No,Basic,High School or Below,Medical Leave,M,Urban,Married,Personal Auto,L2,4,Call Center,Four-Door Car,Medsize,January,Friday
7416.466665,0,69,6,52,0,2,238.057939,Oregon,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,L1,3,Call Center,Four-Door Car,Medsize,January,Sunday
5605.380417,21171,72,2,40,0,3,345.6,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,L3,4,Call Center,Four-Door Car,Large,January,Friday
13749.37083,82753,114,3,42,0,2,264.666921,California,No,Premium,College,Employed,F,Rural,Married,Personal Auto,L1,1,Web,Four-Door Car,Medsize,January,Sunday
2203.588481,0,64,8,12,0,1,757.206098,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,January,Friday
3369.71211,39754,85,2,35,0,1,62.282034,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Monday
7296.493236,0,67,29,88,0,2,321.6,Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,L1,1,Web,Two-Door Car,Medsize,January,Saturday
7840.646748,0,76,17,34,1,2,364.8,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Agent,Four-Door Car,Large,January,Monday
14837.50253,0,70,18,46,0,2,712.619939,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L1,1,Agent,Four-Door Car,Medsize,February,Friday
7441.004843,91915,186,0,91,0,1,93.56694,Arizona,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,L3,1,Call Center,Luxury Car/SUV,Medsize,February,Saturday
11981.98481,21514,62,0,59,0,2,257.248789,Nevada,Yes,Basic,Master or above,Retired,F,Urban,Married,Special Auto,L3,1,Agent,Two-Door Car,Medsize,January,Thursday
4163.04081,43276,104,16,11,0,1,499.2,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,SUV,Large,February,Saturday
8054.982035,75531,102,2,13,0,4,489.6,California,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,1,Web,Four-Door Car,Medsize,January,Tuesday
22658.53652,23665,67,19,50,0,2,404.817249,California,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Tuesday
4048.722426,0,118,9,26,0,1,566.4,Arizona,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Web,Four-Door Car,Small,February,Sunday
10288.92495,96337,127,19,12,0,3,609.6,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,3,Branch,SUV,Medsize,January,Saturday
21920.81339,60180,183,14,70,0,2,988.533256,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L3,4,Branch,Luxury Car/SUV,Medsize,January,Thursday
16468.22079,0,63,4,52,0,2,685.12694,Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,January,Thursday
5167.357134,30376,66,26,16,0,6,316.8,Washington,No,Basic,Master or above,Employed,M,Suburban,Single,Personal Auto,L1,1,Web,Four-Door Car,Small,January,Sunday
5757.442258,88997,72,9,71,0,3,174.041566,California,Yes,Basic,Master or above,Employed,M,Rural,Divorced,Corporate Auto,L2,2,Branch,Four-Door Car,Small,January,Monday
2487.777024,69236,63,31,83,1,1,110.868874,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,February,Monday
14594.45235,27627,63,10,43,0,2,453.6,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Special Auto,L2,3,Call Center,Two-Door Car,Small,January,Saturday
2442.200921,75449,61,3,31,0,1,130.775164,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,L3,3,Agent,Two-Door Car,Medsize,February,Saturday
5142.389806,35666,131,12,76,0,1,312.110029,Oregon,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,L2,2,Call Center,SUV,Small,January,Saturday
2511.944048,17658,65,10,44,0,1,312.0,Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,L3,3,Web,Four-Door Car,Large,January,Saturday
2629.315549,0,71,0,44,0,1,340.8,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,L1,2,Branch,Four-Door Car,Large,January,Wednesday
2449.128459,20567,72,24,76,4,1,345.6,Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Large,January,Saturday
4061.997378,30061,104,4,22,0,1,499.2,California,No,Basic,College,Employed,F,Suburban,Single,Special Auto,L2,1,Web,Sports Car,Large,January,Thursday
4372.194536,20354,116,23,0,0,1,556.8,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,L1,3,Agent,SUV,Medsize,January,Sunday
15320.21872,36637,192,28,52,0,3,921.6,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L2,4,Branch,Luxury Car/SUV,Medsize,January,Sunday
2472.469209,63860,62,26,81,0,1,208.598246,Oregon,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,January,Thursday
6191.402312,0,199,4,29,3,1,955.2,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Web,Luxury Car/SUV,Medsize,February,Sunday
13583.6249,58544,114,19,48,0,2,769.788818,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Wednesday
27528.31132,54586,76,1,91,0,2,122.590766,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,3,Branch,Two-Door Car,Large,January,Thursday
2952.581331,57248,74,31,17,0,1,355.2,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Small,February,Tuesday
4949.389491,0,134,15,3,0,1,964.8,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,L1,2,Branch,Sports Car,Small,February,Sunday
8209.924674,66037,69,2,83,0,2,69.004181,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,January,Sunday
4170.687348,29462,107,28,23,1,1,513.6,Nevada,Yes,Basic,Master or above,Employed,F,Suburban,Single,Corporate Auto,L2,2,Branch,SUV,Large,January,Monday
20600.23958,64541,86,16,43,0,2,256.279637,California,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,3,Agent,Four-Door Car,Small,February,Friday
6282.082435,32311,79,10,23,0,3,207.289724,California,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Large,January,Wednesday
2776.842204,23830,76,24,22,1,1,364.8,California,No,Extended,College,Medical Leave,M,Suburban,Married,Corporate Auto,L3,4,Web,Two-Door Car,Medsize,February,Friday
9726.551005,72236,80,2,29,0,2,518.064733,Oregon,No,Extended,Master or above,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Saturday
8099.466122,0,112,19,42,0,6,438.812143,California,No,Basic,Bachelor,Unemployed,F,Urban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Monday
5020.473987,67890,63,23,26,0,3,174.08854,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Saturday
4834.710493,38713,66,31,69,4,6,316.8,Arizona,Yes,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Monday
17625.53763,77803,63,30,18,0,2,217.554695,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Tuesday
11009.13049,51643,283,16,43,0,1,1358.4,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Luxury Car/SUV,Medsize,January,Monday
4502.207001,46402,113,7,2,0,1,476.385575,Oregon,No,Premium,College,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Tuesday
10570.7888,92044,132,7,77,0,3,617.288574,Washington,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,L1,4,Web,SUV,Medsize,February,Monday
10614.64457,16040,96,29,93,0,2,611.476898,Arizona,No,Extended,College,Medical Leave,M,Suburban,Divorced,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,January,Thursday
11436.42994,0,135,12,84,4,2,980.52817,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Branch,SUV,Small,January,Saturday
4458.113369,17622,65,1,36,1,3,312.0,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Sunday
5558.31428,0,188,5,61,4,1,2156.011022,Arizona,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Agent,SUV,Medsize,February,Sunday
5169.49937,12430,73,22,13,0,4,350.4,Oregon,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
7840.165778,58414,210,7,24,2,1,1008.0,California,Yes,Extended,College,Employed,M,Suburban,Single,Personal Auto,L3,2,Agent,Luxury Car/SUV,Small,January,Friday
24108.30057,17257,70,1,88,0,2,551.132139,Nevada,No,Basic,Bachelor,Disabled,F,Suburban,Single,Personal Auto,L2,1,Call Center,Four-Door Car,Small,January,Friday
5638.046345,70492,70,29,82,0,7,328.362698,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,L2,3,Web,Two-Door Car,Medsize,February,Saturday
7680.147853,68229,96,11,41,0,5,460.8,California,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,L2,4,Branch,Four-Door Car,Medsize,January,Saturday
8409.067687,33397,106,31,15,0,5,508.8,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,4,Call Center,SUV,Medsize,February,Wednesday
2611.128028,90349,64,31,77,0,1,435.7186,California,No,Basic,Master or above,Employed,F,Suburban,Divorced,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,February,Sunday
6081.481291,0,87,24,23,0,7,626.4,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L2,2,Agent,Four-Door Car,Large,February,Friday
4416.345862,25480,117,26,49,3,1,486.545439,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L1,4,Web,SUV,Small,January,Tuesday
10932.21496,72462,68,8,70,0,2,272.737308,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Saturday
5427.174517,27677,72,10,82,1,3,345.6,Oregon,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Friday
6190.316839,25743,79,13,63,0,8,596.2476,California,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Large,January,Wednesday
4523.752381,74935,112,15,62,0,1,192.859737,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,L3,2,Branch,SUV,Medsize,February,Sunday
2482.38724,0,71,13,50,0,1,511.2,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,January,Wednesday
6903.946532,15921,92,9,12,1,4,571.549745,Oregon,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,February,Saturday
21740.02913,30095,136,0,94,0,2,652.8,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,1,Web,SUV,Medsize,January,Monday
37939.48817,20587,106,14,21,0,2,363.77598,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,3,Agent,SUV,Small,January,Monday
31215.68581,0,117,9,12,0,2,1227.822079,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Web,Sports Car,Medsize,January,Thursday
8482.456771,29628,106,29,45,0,9,763.2,Washington,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,1,Agent,Two-Door Car,Medsize,January,Sunday
8490.284985,28677,78,3,30,0,2,131.515739,California,No,Extended,Bachelor,Disabled,M,Rural,Divorced,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Sunday
8886.610685,87094,113,20,17,1,5,64.894362,California,No,Premium,High School or Below,Employed,M,Rural,Single,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,January,Thursday
4670.953723,0,64,25,89,0,4,181.810486,California,No,Basic,College,Unemployed,F,Urban,Divorced,Corporate Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Tuesday
10209.9339,43736,128,0,88,0,3,614.4,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L1,1,Branch,SUV,Medsize,January,Monday
4118.588554,69379,103,14,79,0,1,494.4,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Corporate Auto,L3,1,Branch,Two-Door Car,Medsize,January,Friday
7409.586372,80415,62,24,15,0,2,281.372658,California,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,L2,1,Agent,Two-Door Car,Medsize,January,Saturday
3803.79853,26050,97,4,51,0,1,465.6,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Small,January,Saturday
12157.32992,57449,103,6,28,0,2,494.4,California,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Sunday
28119.28723,68211,99,9,21,0,2,475.2,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L1,2,Branch,Four-Door Car,Small,January,Friday
8219.358756,28445,103,18,72,0,6,427.762841,Arizona,No,Premium,Bachelor,Employed,F,Urban,Married,Special Auto,L3,1,Agent,Two-Door Car,Medsize,February,Wednesday
10865.86075,0,110,27,48,1,2,1066.913401,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L1,1,Agent,Four-Door Car,Large,February,Monday
3425.73115,29194,89,28,31,0,1,424.466821,California,No,Extended,College,Employed,F,Urban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Monday
8609.158215,79090,107,2,74,0,3,289.040734,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,January,Friday
4605.036646,22571,63,29,51,0,9,302.4,Washington,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,L3,2,Web,Four-Door Car,Large,January,Friday
18634.72656,0,139,16,33,0,2,1066.63167,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Call Center,SUV,Medsize,February,Thursday
3465.52691,48744,86,3,59,0,1,412.8,Arizona,No,Extended,Master or above,Employed,F,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Small,February,Tuesday
2478.180205,0,71,24,32,0,1,511.2,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L3,2,Web,Four-Door Car,Large,January,Saturday
5792.439588,29530,74,31,79,0,4,222.478994,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L2,2,Web,Two-Door Car,Medsize,February,Wednesday
5548.031892,67798,69,1,78,0,9,331.2,Nevada,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Thursday
3443.301126,16208,93,22,20,0,1,446.4,California,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Large,January,Monday
4529.072491,94757,112,0,25,0,1,5.453269,Oregon,No,Premium,College,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,February,Sunday
5597.12496,37995,139,16,50,0,1,667.2,Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,1,Branch,SUV,Medsize,January,Thursday
2616.613903,72302,66,6,27,0,1,316.8,Oregon,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,February,Friday
10506.88413,37934,137,2,58,1,8,385.440163,Oregon,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,L3,1,Call Center,Sports Car,Medsize,February,Monday
10758.65568,19382,94,31,18,0,2,676.8,Washington,No,Extended,High School or Below,Retired,M,Suburban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,January,Wednesday
5498.661301,33191,70,9,80,0,9,443.53718,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Saturday
2791.880258,72389,70,3,76,0,1,206.158416,Arizona,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Thursday
5176.157299,91475,64,28,35,0,3,73.295606,Arizona,No,Basic,Master or above,Employed,F,Rural,Divorced,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Tuesday
8166.878898,0,111,2,29,0,3,799.2,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Friday
4267.076892,43682,107,12,73,0,1,148.003496,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,3,Branch,SUV,Medsize,February,Saturday
5217.513287,39854,66,6,4,0,7,261.930545,California,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Corporate Auto,L3,2,Web,Two-Door Car,Medsize,February,Thursday
7807.216137,52162,99,1,63,0,4,251.152889,Oregon,No,Extended,Master or above,Employed,M,Urban,Divorced,Personal Auto,L2,1,Agent,Two-Door Car,Large,January,Monday
7772.579276,74755,195,10,10,0,1,1404.0,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Web,Luxury Car/SUV,Medsize,January,Saturday
11533.96706,85339,95,6,43,0,2,392.7457,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L1,3,Agent,Four-Door Car,Small,February,Sunday
5073.282126,57709,125,10,26,0,1,600.0,Oregon,Yes,Extended,Master or above,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,January,Sunday
4636.54647,26802,66,7,43,1,5,316.8,California,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,January,Saturday
6273.911874,18577,86,21,76,0,6,412.8,Oregon,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Wednesday
8002.308333,0,107,3,65,0,3,513.6,Arizona,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,SUV,Medsize,January,Tuesday
15563.36944,0,253,15,40,5,7,1214.4,Nevada,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L1,3,Web,Luxury Car/SUV,Medsize,January,Wednesday
4723.821588,21546,119,20,66,1,1,625.395925,Washington,No,Premium,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L2,3,Agent,Two-Door Car,Medsize,February,Friday
8436.350708,49182,70,6,86,0,2,165.410515,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,1,Web,Two-Door Car,Medsize,January,Sunday
7153.208425,32238,91,15,80,0,4,439.781453,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Wednesday
6990.691643,0,68,24,2,0,2,326.4,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L1,2,Web,Four-Door Car,Large,February,Monday
6375.079233,98118,83,28,68,3,3,398.4,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,2,Branch,Four-Door Car,Small,February,Monday
27990.35769,22971,101,24,8,0,2,562.021558,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,SUV,Medsize,January,Monday
4971.727892,49161,63,16,41,2,3,171.746945,California,No,Basic,Master or above,Employed,M,Urban,Married,Personal Auto,L2,3,Branch,Two-Door Car,Medsize,February,Saturday
7611.949286,90252,95,1,77,0,7,122.924197,Nevada,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,L2,2,Web,Four-Door Car,Medsize,February,Friday
2422.194555,25036,61,11,30,1,1,292.8,Arizona,No,Basic,Master or above,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Four-Door Car,Large,January,Sunday
4647.423581,28314,121,21,37,0,1,580.8,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,February,Friday
7765.228166,56337,97,26,25,0,3,465.6,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,4,Web,Four-Door Car,Medsize,January,Thursday
6189.443994,99074,77,4,40,1,9,208.38907,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Special Auto,L2,4,Call Center,Two-Door Car,Medsize,January,Thursday
3520.696547,31708,94,3,43,1,1,451.2,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,February,Wednesday
2678.457672,0,83,3,85,1,1,398.4,Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Friday
6274.564531,0,67,23,39,1,2,431.32052,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Large,January,Monday
4650.063763,28215,65,15,26,0,3,468.0,Washington,Yes,Basic,College,Retired,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Monday
12010.93726,0,119,3,24,0,2,856.8,Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L2,2,Agent,Four-Door Car,Medsize,February,Saturday
10193.77423,21119,128,1,79,0,4,614.4,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,1,Branch,SUV,Medsize,January,Saturday
15862.17507,0,66,14,16,0,2,475.2,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Web,Four-Door Car,Medsize,January,Saturday
5294.230247,0,70,9,19,0,3,20.521312,Arizona,No,Basic,Master or above,Unemployed,F,Rural,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Thursday
6274.447705,13662,85,29,37,0,3,408.0,Oregon,No,Extended,High School or Below,Medical Leave,F,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Small,February,Monday
8007.399376,0,112,12,93,0,3,537.6,Arizona,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L2,1,Web,Sports Car,Medsize,January,Sunday
30966.31981,0,109,18,2,0,2,691.401424,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L1,3,Branch,SUV,Small,January,Saturday
2666.976685,79251,67,10,32,1,1,321.6,Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Tuesday
18572.01022,51294,116,19,45,0,2,113.237624,Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,L3,2,Web,SUV,Medsize,February,Wednesday
6595.101921,0,105,2,38,2,7,847.717402,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Web,Four-Door Car,Medsize,January,Saturday
7423.929008,0,107,27,27,0,9,513.6,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Branch,SUV,Medsize,February,Tuesday
4627.090729,29124,129,15,41,4,1,619.2,Oregon,No,Extended,College,Medical Leave,F,Suburban,Married,Personal Auto,L2,1,Call Center,SUV,Medsize,January,Sunday
4413.255399,0,65,19,33,0,3,312.0,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
3163.283136,97266,79,29,84,0,1,546.052144,California,No,Extended,College,Employed,M,Suburban,Married,Special Auto,L3,2,Agent,Two-Door Car,Medsize,January,Saturday
4908.124429,48207,63,28,85,2,8,164.974886,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Monday
7850.590399,0,69,5,78,0,2,331.2,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,L3,4,Web,Four-Door Car,Medsize,February,Tuesday
3210.417377,0,88,3,8,0,1,325.917598,California,No,Extended,Bachelor,Unemployed,F,Urban,Divorced,Personal Auto,L3,1,Web,Four-Door Car,Large,January,Tuesday
5387.40977,97316,67,13,18,0,7,309.076476,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Large,January,Monday
